"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Mogi das Cruzes","Mogi das Cruzes","-23.52278","-46.18833","Brazil","BR","","São Paulo","","325746","1787"
"Córdoba","Cordoba","37.89155","-4.77275","Spain","ES","","Andalusia","","325708","1788"
"Birkenhead","Birkenhead","53.39337","-3.01479","United Kingdom","GB","","England","","325264","1789"
"Nantes","Nantes","47.21725","-1.55336","France","FR","","Pays de la Loire","","325070","1790"
"Ilesa","Ilesa","7.62789","4.74161","Nigeria","NG","","Osun State","","325000","1791"
"Bhatara","Bhatara","23.8","90.45","Bangladesh","BD","","Dhaka Division","","324300","1792"
"Espoo","Espoo","60.2052","24.6522","Finland","FI","","Uusimaa","","323910","1793"
"Kikuyu","Kikuyu","-1.24627","36.66291","Kenya","KE","","Kiambu County","","323881","1794"
"Kluang","Kluang","2.03046","103.31689","Malaysia","MY","","Johor","","323762","1795"
"Lincang","Lincang","23.87972","100.09455","China","CN","","Yunnan","","323708","1796"
"Nottingham","Nottingham","52.9536","-1.15047","United Kingdom","GB","","England","","323632","1797"
"Al ‘Amārah","Al 'Amarah","31.83561","47.14483","Iraq","IQ","","Maysan","","323302","1798"
"Volzhsky","Volzhsky","48.78583","44.77973","Russia","RU","","Volgograd Oblast","","323293","1799"
"Vaughan","Vaughan","43.8361","-79.49827","Canada","CA","","Ontario","","323103","1800"
"Xingyi","Xingyi","25.09617","104.90639","China","CN","","Guizhou","","322890","1801"
"Guarujá","Guaruja","-23.99306","-46.25639","Brazil","BR","","São Paulo","","322750","1802"
"Shivamogga","Shivamogga","13.93157","75.56791","India","IN","","Karnataka","","322650","1803"
"Alwar","Alwar","27.56246","76.625","India","IN","","Rajasthan","","322568","1804"
"Uíge","Uige","-7.60874","15.06131","Angola","AO","","Uíge","","322531","1805"
"Ixtapaluca","Ixtapaluca","19.31556","-98.88284","Mexico","MX","","México","","322271","1806"
"Osh","Osh","40.52828","72.7985","Kyrgyzstan","KG","","Osh Region","","322164","1807"
"Portoviejo","Portoviejo","-1.05764","-80.45145","Ecuador","EC","","Manabí","","321800","1808"
"Villavicencio","Villavicencio","4.13238","-73.62564","Colombia","CO","","Meta Department","","321717","1809"
"Man’gyŏngdae-ri","Man'gyongdae-ri","38.99182","125.65871","North Korea","KP","","Pyongyang","","321690","1810"
"San Miguelito","San Miguelito","9.05032","-79.47068","Panama","PA","","Panamá","","321501","1811"
"Pelotas","Pelotas","-31.76997","-52.34101","Brazil","BR","","Rio Grande do Sul","","320674","1812"
"Shāhjānpur","Shahjanpur","27.88165","79.90918","India","IN","","Uttar Pradesh","","320434","1813"
"Lexington","Lexington","37.98869","-84.47772","United States","US","","Kentucky","","320347","1814"
"Tantou","Tantou","22.75121","113.83496","China","CN","","Guangdong","","320304","1815"
"Anápolis","Anapolis","-16.32667","-48.95278","Brazil","BR","","Goiás","","319587","1816"
"Kaech’ŏn","Kaech'on","39.70056","125.89333","North Korea","KP","","South Pyongan","","319554","1817"
"Jūnāgadh","Junagadh","21.51966","70.45981","India","IN","","Gujarat","","319462","1818"
"Islington","Islington","51.53622","-0.10304","United Kingdom","GB","","England","","319143","1819"
"Holguín","Holguin","20.88722","-76.26306","Cuba","CU","","Holguín Province","","319102","1820"
"Ust-Kamenogorsk","Ust-Kamenogorsk","49.97143","82.60586","Kazakhstan","KZ","","East Kazakhstan","","319067","1821"
"Maianga","Maianga","-8.84693","13.23698","Angola","AO","","Luanda","","319000","1822"
"Tsuen Wan","Tsuen Wan","22.37137","114.11329","Hong Kong","HK","","Tsuen Wan","","318916","1823"
"Zinder","Zinder","13.80716","8.9881","Niger","NE","","Zinder Region","","318874","1824"
"Saransk","Saransk","54.18485","45.17166","Russia","RU","","Mordoviya Republic","","318841","1825"
"Al Diwaniyah","Al Diwaniyah","31.99289","44.92552","Iraq","IQ","","Al-Qadisiyah","","318801","1826"
"Varna","Varna","43.21912","27.91024","Bulgaria","BG","","Varna","","318737","1827"
"Hafizabad","Hafizabad","32.07095","73.68802","Pakistan","PK","","Punjab","","318621","1828"
"Marne La Vallée","Marne La Vallee","48.83584","2.64241","France","FR","","Île-de-France","","318325","1829"
"Damanhur","Damanhur","31.03408","30.46823","Egypt","EG","","Beheira","","318207","1830"
"Chiniot","Chiniot","31.72091","72.97836","Pakistan","PK","","Punjab","","318165","1831"
"Popayán","Popayan","2.43823","-76.61316","Colombia","CO","","Cauca Department","","318059","1832"
"Reading","Reading","51.45625","-0.97113","United Kingdom","GB","","England","","318014","1833"
"Geita","Geita","-2.8725","32.2325","Tanzania","TZ","","Geita","","318006","1834"
"Taubaté","Taubate","-23.02639","-45.55528","Brazil","BR","","São Paulo","","317915","1835"
"Constanţa","Constanta","44.18073","28.63432","Romania","RO","","Constanța County","","317832","1836"
"New Delhi","New Delhi","28.62137","77.2148","India","IN","","Delhi","","317797","1837"
"Thessaloníki","Thessaloniki","40.64072","22.93493","Greece","GR","","Central Macedonia","","317778","1838"
"Thiès","Thies","14.78944","-16.92602","Senegal","SN","","Thies","","317763","1839"
"Naha","Naha","26.213","127.67851","Japan","JP","","Okinawa","","317625","1840"
"Pekalongan","Pekalongan","-6.8886","109.6753","Indonesia","ID","","Central Java","","317524","1841"
"Obolon","Obolon","50.5132","30.5055","Ukraine","UA","","Kyiv City","","317300","1842"
"Riverside","Riverside","33.95335","-117.39616","United States","US","","California","","317261","1843"
"Baicheng","Baicheng","45.61751","122.83302","China","CN","","Jilin","","316970","1844"
"Chimbote","Chimbote","-9.07508","-78.59373","Peru","PE","","Ancash","","316966","1845"
"Bari","Bari","41.12066","16.86982","Italy","IT","","Apulia","","316491","1846"
"Barueri","Barueri","-23.51056","-46.87611","Brazil","BR","","São Paulo","","316473","1847"
"Corpus Christi","Corpus Christi","27.80058","-97.39638","United States","US","","Texas","","316239","1848"
"Thrissur","Thrissur","10.51667","76.21667","India","IN","","Kerala","","315957","1849"
"Cherepovets","Cherepovets","59.13333","37.9","Russia","RU","","Vologda Oblast","","315738","1850"
"Eloy Alfaro","Eloy Alfaro","-2.16919","-79.83987","Ecuador","EC","","Guayas","","315724","1851"
"Hamburg-Nord","Hamburg-Nord","53.58935","9.984","Germany","DE","","Hamburg","","315514","1852"
"Al-Kut","Al-Kut","32.5128","45.81817","Iraq","IQ","","Wasit","","315162","1853"
"Muar","Muar","2.0442","102.5689","Malaysia","MY","","Johor","","314776","1854"
"Şişli","Sisli","41.06046","28.98717","Turkey","TR","","Istanbul","","314684","1855"
"Várzea Grande","Varzea Grande","-15.64667","-56.1325","Brazil","BR","","Mato Grosso","","314627","1856"
"Lexington-Fayette","Lexington-Fayette","38.0498","-84.45855","United States","US","","Kentucky","","314488","1857"
"Maroua","Maroua","10.59095","14.31593","Cameroon","CM","","Far North","","314122","1858"
"Kingston upon Hull","Kingston upon Hull","53.7446","-0.33525","United Kingdom","GB","","England","","314018","1859"
"Preston","Preston","53.76282","-2.70452","United Kingdom","GB","","England","","313332","1860"
"Lianshan","Lianshan","40.76432","120.85327","China","CN","","Liaoning","","313247","1861"
"Denizli","Denizli","37.77417","29.0875","Turkey","TR","","Denizli","","313238","1862"
"Ikeja","Ikeja","6.59651","3.34205","Nigeria","NG","","Lagos","","313196","1863"
"New Cairo","New Cairo","30.03","31.47","Egypt","EG","","Cairo","","313139","1864"
"Al Qāhirah al Jadīdah","Al Qahirah al Jadidah","30.04214","31.44446","Egypt","EG","","00","","313139","1865"
"Vitória","Vitoria","-20.31944","-40.33778","Brazil","BR","","Espírito Santo","","312656","1866"
"Palmira","Palmira","3.53944","-76.30361","Colombia","CO","","Valle del Cauca Department","","312519","1867"
"Vologda","Vologda","59.2239","39.88398","Russia","RU","","Vologda Oblast","","312420","1868"
"Iligan City","Iligan City","8.25","124.4","Philippines","PH","","Soccsksargen","","312323","1869"
"Maringá","Maringa","-23.42528","-51.93861","Brazil","BR","","Paraná","","311724","1870"
"Catania","Catania","37.49223","15.07041","Italy","IT","","Sicily","","311584","1871"
"Jardim Angela","Jardim Angela","-23.71636","-46.76872","Brazil","BR","","São Paulo","","311432","1872"
"Nizāmābād","Nizamabad","18.67154","78.0988","India","IN","","Telangana","","311152","1873"
"Cincinnati","Cincinnati","39.12711","-84.51439","United States","US","","Ohio","","311097","1874"
"Percut","Percut","3.6253","98.864","Indonesia","ID","","North Sumatra","","311063","1875"
"Coatzacoalcos","Coatzacoalcos","18.14905","-94.4447","Mexico","MX","","Veracruz","","310698","1876"
"Santa Ana","Santa Ana","33.74557","-117.86783","United States","US","","California","","310227","1877"
"Sariwŏn-si","Sariwon-si","38.50722","125.75583","North Korea","KP","","North Hwanghae","","310100","1878"
"Botshabelo","Botshabelo","-29.26737","26.72595","South Africa","ZA","","Free State","","309714","1879"
"Butuan","Butuan","8.94917","125.54361","Philippines","PH","","Caraga","","309709","1880"
"Shahrīār","Shahriar","35.65884","51.05775","Iran","IR","","Tehran","","309607","1881"
"Qods","Qods","35.7214","51.109","Iran","IR","","Tehran","","309605","1882"
"Gia Lâm","Gia Lam","21.02","105.939","Vietnam","VN","","Hanoi","","309353","1883"
"Kurgan","Kurgan","55.44905","65.34344","Russia","RU","","Kurgan Oblast","","309285","1884"
"Tampico","Tampico","22.28519","-97.87777","Mexico","MX","","Tamaulipas","","309003","1885"
"Akowonjo","Akowonjo","6.61012","3.30968","Nigeria","NG","","Lagos","","308900","1886"
"Cabuyao","Cabuyao","14.2726","121.1262","Philippines","PH","","Calabarzon","","308745","1887"
"Tabora","Tabora","-5.01622","32.82663","Tanzania","TZ","","Tabora","","308741","1888"
"Kasugai","Kasugai","35.24762","136.97229","Japan","JP","","Aichi","","308681","1889"
"An Nhơn","An Nhon","13.88579","109.10823","Vietnam","VN","","Gia Lai","","308396","1890"
"Alimosho","Alimosho","6.60656","3.30235","Nigeria","NG","","Lagos","","308290","1891"
"Ciudad Benito Juárez","Ciudad Benito Juarez","25.64724","-100.09582","Mexico","MX","","Nuevo León","","308285","1892"
"Münster","Muenster","51.96236","7.62571","Germany","DE","","North Rhine-Westphalia","","308258","1893"
"Mannheim","Mannheim","49.4891","8.46694","Germany","DE","","Baden-Wurttemberg","","307960","1894"
"Karawang","Karawang","-6.30525","107.3197","Indonesia","ID","","West Java","","307880","1895"
"Akita","Akita","39.71667","140.11667","Japan","JP","","Akita","","307672","1896"
"Suzano","Suzano","-23.5425","-46.31083","Brazil","BR","","São Paulo","","307429","1897"
"Tumkūr","Tumkur","13.34136","77.1022","India","IN","","Karnataka","","307359","1898"
"Chinju","Chinju","35.19278","128.08472","South Korea","KR","","Gyeongsangnam-do","","307242","1899"
"Parbhani","Parbhani","19.26855","76.77081","India","IN","","Maharashtra","","307170","1900"
"Hisar","Hisar","29.15394","75.72294","India","IN","","Haryana","","307024","1901"
"Iksan","Iksan","35.94389","126.95444","South Korea","KR","","Jeollabuk-do","","307000","1902"
"Fīrozābād","Firozabad","27.15092","78.39781","India","IN","","Uttar Pradesh","","306409","1903"
"Palmas","Palmas","-10.16745","-48.32766","Brazil","BR","","Tocantins","","306296","1904"
"Vladikavkaz","Vladikavkaz","43.04101","44.66986","Russia","RU","","North Ossetia–Alania","","306258","1905"
"Port-de-Paix","Port-de-Paix","19.93984","-72.83037","Haiti","HT","","Nord-Ouest","","306217","1906"
"Damietta","Damietta","31.41648","31.81332","Egypt","EG","","Damietta","","305920","1907"
"Posadas","Posadas","-27.39184","-55.92379","Argentina","AR","","Misiones","","305874","1908"
"Brakpan","Brakpan","-26.23656","28.36938","South Africa","ZA","","Gauteng","","305692","1909"
"Stockton","Stockton","37.9577","-121.29078","United States","US","","California","","305658","1910"
"Yokkaichi","Yokkaichi","34.96667","136.61667","Japan","JP","","Mie","","305424","1911"
"Kulti","Kulti","23.73166","86.84372","India","IN","","West Bengal","","305405","1912"
"Tláhuac","Tlahuac","19.28689","-99.00507","Mexico","MX","","Mexico City","","305076","1913"
"Sapele","Sapele","5.89405","5.67666","Nigeria","NG","","Delta","","305000","1914"
"Pittsburgh","Pittsburgh","40.44062","-79.99589","United States","US","","Pennsylvania","","304391","1915"
"Armenia","Armenia","4.53656","-75.67263","Colombia","CO","","Quindío Department","","304314","1916"
"Santa Catarina","Santa Catarina","25.67325","-100.45813","Mexico","MX","","Nuevo León","","304052","1917"
"Sumbawanga","Sumbawanga","-7.96667","31.61667","Tanzania","TZ","","Rukwa","","303986","1918"
"Orël","Orel","52.96879","36.0791","Russia","RU","","Oryol oblast","","303696","1919"
"Akashi","Akashi","34.65524","135.00687","Japan","JP","","Hyōgo","","303601","1920"
"Hai Bà Trưng","Hai Ba Trung","21.01341","105.84772","Vietnam","VN","","Hanoi","","303586","1921"
"Kurume","Kurume","33.31667","130.51667","Japan","JP","","Fukuoka","","303579","1922"
"Graz","Graz","47.06733","15.44197","Austria","AT","","Styria","","303270","1923"
"Saint Paul","Saint Paul","44.94441","-93.09327","United States","US","","Minnesota","","303176","1924"
"Nghi Sơn","Nghi Son","19.32746","105.82145","Vietnam","VN","","Thanh Hóa Province","","302210","1925"
"Karnāl","Karnal","29.69197","76.98448","India","IN","","Haryana","","302140","1926"
"Changyi","Changyi","36.85361","119.39083","China","CN","","Shandong","","302072","1927"
"Ciudad del Este","Ciudad del Este","-25.5036","-54.65067","Paraguay","PY","","Alto Paraná Department","","301815","1928"
"Rosetta","Rosetta","31.39951","30.41718","Egypt","EG","","Beheira","","301795","1929"
"Barddhamān","Barddhaman","23.25572","87.85691","India","IN","","West Bengal","","301725","1930"
"Toshima","Toshima","35.76126","139.74491","Japan","JP","","Tokyo","","301599","1931"
"Solwezi","Solwezi","-12.1688","26.38938","Zambia","ZM","","North-Western","","301370","1932"
"Hamburg-Mitte","Hamburg-Mitte","53.55","10.01667","Germany","DE","","Hamburg","","301231","1933"
"Augsburg","Augsburg","48.37154","10.89851","Germany","DE","","Bavaria","","301105","1934"
"Valladolid","Valladolid","41.65541","-4.72353","Spain","ES","","Castille and León","","300618","1935"
"Miri","Miri","4.39928","113.99163","Malaysia","MY","","Sarawak","","300543","1936"
"Xinyi","Xinyi","34.38424","118.34617","China","CN","","Jiangsu","","300511","1937"
"Mardan","Mardan","34.19794","72.04965","Pakistan","PK","","Khyber Pakhtunkhwa","","300424","1938"
"Surgut","Surgut","61.25757","73.41775","Russia","RU","","Khanty-Mansia","","300367","1939"
"Swansea","Swansea","51.62079","-3.94323","United Kingdom","GB","","Wales","","300352","1940"
"San Pablo","San Pablo","14.0683","121.3256","Philippines","PH","","Calabarzon","","300166","1941"
"Newcastle upon Tyne","Newcastle upon Tyne","54.97328","-1.61396","United Kingdom","GB","","England","","300125","1942"
"Gundupālaiyam","Gundupalaiyam","11.94096","79.80294","India","IN","","Puducherry","","300104","1943"
"Gatineau","Gatineau","45.47723","-75.70164","Canada","CA","","Quebec","","300045","1944"
"Yangshuo","Yangshuo","24.78081","110.48967","China","CN","","Guangxi","","300000","1945"
"Biñan","Binan","14.34267","121.08071","Philippines","PH","","Calabarzon","","300000","1946"
"Malir Cantonment","Malir Cantonment","24.94343","67.20591","Pakistan","PK","","Sindh","","300000","1947"
"Winejok","Winejok","9.01222","27.57081","South Sudan","SS","","Northern Bahr al Ghazal","","300000","1948"
"Batikent","Batikent","39.96833","32.73083","Turkey","TR","","Ankara","","300000","1949"
"Mérida","Merida","8.57899","-71.16922","Venezuela","VE","","Mérida","","300000","1950"
"Linqu","Linqu","36.51556","118.53972","China","CN","","Shandong","","299646","1951"
"Uruapan","Uruapan","19.41677","-102.05842","Mexico","MX","","Michoacán","","299523","1952"
"Pātan","Patan","27.67658","85.31417","Nepal","NP","","Bagmati Province","","299283","1953"
"Fergana","Fergana","40.38421","71.78432","Uzbekistan","UZ","","Fergana","","299200","1954"
"Bahía Blanca","Bahia Blanca","-38.7176","-62.26545","Argentina","AR","","Buenos Aires","","299101","1955"
"Santol","Santol","15.16222","120.5675","Philippines","PH","","Central Luzon","","298976","1956"
"Kaolack","Kaolack","14.15197","-16.07259","Senegal","SN","","Kaolack","","298904","1957"
"Jember","Jember","-8.17211","113.69953","Indonesia","ID","","East Java","","298585","1958"
"Aomori","Aomori","40.81667","140.73333","Japan","JP","","Aomori","","298394","1959"
"Bārāsat","Barasat","22.72154","88.48198","India","IN","","West Bengal","","298127","1960"
"Mulugu","Mulugu","18.191","79.943","India","IN","","Telangana","","297671","1961"
"Bihār Sharīf","Bihar Sharif","25.20084","85.52389","India","IN","","Bihar","","297268","1962"
"Grozny","Grozny","43.31195","45.68895","Russia","RU","","Chechnya","","297137","1963"
"Boma","Boma","-5.85098","13.05364","Democratic Republic of the Congo","CD","","Bas-Congo","","297009","1964"
"Bāli","Bali","22.64859","88.34115","India","IN","","West Bengal","","296973","1965"
"Pu'er","Pu'er","22.78863","100.97481","China","CN","","Yunnan","","296565","1966"
"Rāmpur","Rampur","28.81014","79.02699","India","IN","","Uttar Pradesh","","296418","1967"
"Darbhanga","Darbhanga","26.15216","85.89707","India","IN","","Bihar","","296039","1968"
"Panipat","Panipat","29.38747","76.96825","India","IN","","Haryana","","295970","1969"
"Mwene","Mwene","-9.81697","22.87023","Democratic Republic of the Congo","CD","","Lualaba","","295683","1970"
"Białystok","Bialystok","53.13333","23.16433","Poland","PL","","Podlasie","","295683","1971"
"Rufisque","Rufisque","14.71542","-17.27334","Senegal","SN","","Dakar","","295459","1972"
"Murmansk","Murmansk","68.96778","33.09922","Russia","RU","","Murmansk","","295374","1973"
"Tirupati","Tirupati","13.63551","79.41989","India","IN","","Andhra Pradesh","","295323","1974"
"Southend-on-Sea","Southend-on-Sea","51.53782","0.71433","United Kingdom","GB","","England","","295310","1975"
"Lincoln","Lincoln","40.8","-96.66696","United States","US","","Nebraska","","294757","1976"
"Phu Quoc","Phu Quoc","10.22409","103.97156","Vietnam","VN","","An Giang","","294419","1977"
"Baiyin","Baiyin","36.54696","104.17023","China","CN","","Gansu","","294400","1978"
"Fukushima","Fukushima","37.75","140.46667","Japan","JP","","Fukushima","","294237","1979"
"Bergen","Bergen","60.39299","5.32415","Norway","NO","","Vestland","","294029","1980"
"Greater Noida","Greater Noida","28.49615","77.53601","India","IN","","Uttar Pradesh","","293908","1981"
"Noida","Noida","28.58","77.33","India","IN","","Uttar Pradesh","","293908","1982"
"Tambov","Tambov","52.73632","41.44102","Russia","RU","","Tambov Oblast","","293661","1983"
"Vigo","Vigo","42.23282","-8.72264","Spain","ES","","Galicia","","293642","1984"
"Palangkaraya","Palangkaraya","-2.20833","113.91667","Indonesia","ID","","Central Kalimantan","","293500","1985"
"Aizawl","Aizawl","23.72894","92.71791","India","IN","","Mizoram","","293416","1986"
"Thanh Xuân","Thanh Xuan","20.99472","105.79977","Vietnam","VN","","Hanoi","","293292","1987"
"Al Hufūf","Al Hufuf","25.36467","49.58764","Saudi Arabia","SA","","Eastern Province","","293179","1988"
"Cholula","Cholula","19.06406","-98.30352","Mexico","MX","","Puebla","","292881","1989"
"Gandhinagar","Gandhinagar","23.21667","72.68333","India","IN","","Gujarat","","292797","1990"
"Semey","Semey","50.42064","80.25025","Kazakhstan","KZ","","Abai Region","","292780","1991"
"Cầu Giấy","Cau Giay","21.03228","105.80073","Vietnam","VN","","Hanoi","","292536","1992"
"Dindigul","Dindigul","10.36896","77.98036","India","IN","","Tamil Nadu","","292512","1993"
"Ponta Grossa","Ponta Grossa","-25.095","-50.16194","Brazil","BR","","Paraná","","292177","1994"
"Gaozhou","Gaozhou","21.91965","110.85678","China","CN","","Guangdong","","292164","1995"
"Kamoke","Kamoke","31.97526","74.22304","Pakistan","PK","","Punjab","","291980","1996"
"Limeira","Limeira","-22.56472","-47.40167","Brazil","BR","","São Paulo","","291869","1997"
"Thanjavur","Thanjavur","10.78523","79.13909","India","IN","","Tamil Nadu","","291067","1998"
"Kariega","Kariega","-33.75562","25.40074","South Africa","ZA","","Eastern Cape","","291052","1999"
"Adıyaman","Adiyaman","37.76441","38.27629","Turkey","TR","","Adıyaman Province","","290883","2000"
"Al Mubarraz","Al Mubarraz","25.40768","49.59028","Saudi Arabia","SA","","Eastern Province","","290802","2001"
"Resistencia","Resistencia","-27.46363","-58.98665","Argentina","AR","","Chaco","","290793","2002"
"Morioka","Morioka","39.7","141.15","Japan","JP","","Iwate","","290700","2003"
"Atyrau","Atyrau","47.1048","51.88427","Kazakhstan","KZ","","Atyrau Oblisi","","290700","2004"
"Sector 2","Sector 2","44.4528","26.13321","Romania","RO","","Bucharest","","290507","2005"
"Xiuying","Xiuying","20.00073","110.29359","China","CN","","Hainan","","290000","2006"
"San Cristóbal","San Cristobal","7.76593","-72.23576","Venezuela","VE","","Táchira","","289852","2007"
"Karīmnagar","Karimnagar","18.43915","79.12856","India","IN","","Telangana","","289821","2008"
"Victoria","Victoria","48.4359","-123.35155","Canada","CA","","British Columbia","","289625","2009"
"Anchorage","Anchorage","61.21806","-149.90028","United States","US","","Alaska","","289600","2010"
"Dewas","Dewas","22.96585","76.05526","India","IN","","Madhya Pradesh","","289550","2011"
"Batna","Batna","35.55597","6.17414","Algeria","DZ","","Batna","","289504","2012"
"Kaunas","Kaunas","54.90156","23.90909","Lithuania","LT","","Kaunas","","289380","2013"
"Sonīpat","Sonipat","28.99478","77.01937","India","IN","","Haryana","","289333","2014"
"Machala","Machala","-3.25886","-79.95876","Ecuador","EC","","El Oro","","289141","2015"
"Wiesbaden","Wiesbaden","50.08601","8.24435","Germany","DE","","Hesse","","288850","2016"
"Zeytinburnu","Zeytinburnu","40.99441","28.90417","Turkey","TR","","Istanbul","","288743","2017"
"Meads","Meads","38.41258","-82.70905","United States","US","","Kentucky","","288649","2018"
"Kabwe","Kabwe","-14.4469","28.44644","Zambia","ZM","","Central Province","","288598","2019"
"Cileungsir","Cileungsir","-6.39472","106.95917","Indonesia","ID","","West Java","","288347","2020"
"Sinŭiju","Sinuiju","40.10056","124.39806","North Korea","KP","","P'yŏngan-bukto","","288112","2021"
"Meguro","Meguro","35.6322","139.70174","Japan","JP","","Tokyo","","288088","2022"
"Sector 4","Sector 4","44.37571","26.12085","Romania","RO","","Bucharest","","287828","2023"
"Sumida","Sumida","35.73289","139.82085","Japan","JP","","Tokyo","","287766","2024"
"Ibaraki","Ibaraki","34.81641","135.56828","Japan","JP","","Osaka","","287730","2025"
"Bắc Ninh","Bac Ninh","21.18608","106.07631","Vietnam","VN","","Bac Ninh","","287658","2026"
"Ichalkaranji","Ichalkaranji","16.69117","74.46054","India","IN","","Maharashtra","","287353","2027"
"Marienthal","Marienthal","53.56667","10.08333","Germany","DE","","Hamburg","","287101","2028"
"Phú Mỹ","Phu My","10.63333","107.06667","Vietnam","VN","","Ho Chi Minh City (HCMC)","","287055","2029"
"Ceilândia","Ceilandia","-15.8091","-48.13096","Brazil","BR","","Federal District","","287023","2030"
"Katowice","Katowice","50.2597","19.02173","Poland","PL","","Silesia","","286960","2031"
"Adapazarı","Adapazari","40.78056","30.40333","Turkey","TR","","Sakarya","","286787","2032"
"Sultanbeyli","Sultanbeyli","40.96072","29.27067","Turkey","TR","","Istanbul","","286622","2033"
"Cluj-Napoca","Cluj-Napoca","46.76667","23.6","Romania","RO","","Cluj County","","286598","2034"
"Gunpo","Gunpo","37.3675","126.94694","South Korea","KR","","Gyeonggi-do","","286485","2035"
"Songea","Songea","-10.68333","35.65","Tanzania","TZ","","Ruvuma","","286285","2036"
"Butembo","Butembo","0.14164","29.29117","Democratic Republic of the Congo","CD","","North Kivu","","286242","2037"
"Tacna","Tacna","-18.01465","-70.25362","Peru","PE","","Tacna","","286240","2038"
"Sumaré","Sumare","-22.82194","-47.26694","Brazil","BR","","São Paulo","","286211","2039"
"Long Xuyên","Long Xuyen","10.38639","105.43518","Vietnam","VN","","An Giang","","286140","2040"
"Savar","Savar","23.84858","90.25002","Bangladesh","BD","","Dhaka Division","","286008","2041"
"Bathinda","Bathinda","30.20747","74.93893","India","IN","","Punjab","","285788","2042"
"Henderson","Henderson","36.0397","-114.98194","United States","US","","Nevada","","285667","2043"
"Jālna","Jalna","19.84102","75.88636","India","IN","","Maharashtra","","285577","2044"
"Sekondi","Sekondi","4.93422","-1.71454","Ghana","GH","","Western","","285506","2045"
"Kyengera","Kyengera","0.29517","32.50159","Uganda","UG","","Central Region","","285400","2046"
"Greensboro","Greensboro","36.07264","-79.79198","United States","US","","North Carolina","","285342","2047"
"Haifa","Haifa","32.81303","34.99928","Israel","IL","","Haifa","","285316","2048"
"Århus","Arhus","56.15674","10.21076","Denmark","DK","","Central Jutland","","285273","2049"
"Viamão","Viamao","-30.08111","-51.02333","Brazil","BR","","Rio Grande do Sul","","285269","2050"
"Dengzhou","Dengzhou","32.68273","112.08873","China","CN","","Henan","","285032","2051"
"Artux","Artux","39.70842","76.17971","China","CN","","Xinjiang","","285000","2052"
"Chuncheon","Chuncheon","37.87472","127.73417","South Korea","KR","","Gangwon-do","","284855","2053"
"Alto Barinas","Alto Barinas","8.5931","-70.2261","Venezuela","VE","","Barinas","","284289","2054"
"Mbour","Mbour","14.42196","-16.96375","Senegal","SN","","Thies","","284189","2055"
"Brighton","Brighton","50.82838","-0.13947","United Kingdom","GB","","England","","283870","2056"
"Karlsruhe","Karlsruhe","49.00937","8.40444","Germany","DE","","Baden-Wurttemberg","","283799","2057"
"Port Moresby","Port Moresby","-9.47723","147.15089","Papua New Guinea","PG","","National Capital","","283733","2058"
"Santa Maria","Santa Maria","-29.68417","-53.80694","Brazil","BR","","Rio Grande do Sul","","283677","2059"
"Minya","Minya","28.09193","30.75813","Egypt","EG","","Minya","","283605","2060"
"Plano","Plano","33.01984","-96.69889","United States","US","","Texas","","283558","2061"
"Ichihara","Ichihara","35.51667","140.08333","Japan","JP","","Chiba","","283531","2062"
"Qibao","Qibao","31.15267","121.35688","China","CN","","Shanghai","","283352","2063"
"Kirāri Sulemānnagar","Kirari Sulemannagar","28.69736","77.0648","India","IN","","Delhi","","283211","2064"
"Cainta","Cainta","14.5786","121.1222","Philippines","PH","","Calabarzon","","283172","2065"
"Pétionville","Petionville","18.5125","-72.28528","Haiti","HT","","Ouest","","283052","2066"
"Satna","Satna","24.57726","80.82719","India","IN","","Madhya Pradesh","","282977","2067"
"Geelong","Geelong","-38.14711","144.36069","Australia","AU","","Victoria","","282809","2068"
"Tegal","Tegal","-6.8694","109.1402","Indonesia","ID","","Central Java","","282781","2069"
"Chernihiv","Chernihiv","51.50541","31.28656","Ukraine","UA","","Chernihiv","","282747","2070"
"Xinyuan","Xinyuan","43.42649","83.24959","China","CN","","Xinjiang","","282718","2071"
"Ba Vì","Ba Vi","21.08333","105.38333","Vietnam","VN","","Hanoi","","282600","2072"
"Valparaíso","Valparaiso","-33.036","-71.62963","Chile","CL","","Valparaiso","","282448","2073"
"Ica","Ica","-14.07538","-75.73422","Peru","PE","","Ica","","282407","2074"
"Tin Shui Wai","Tin Shui Wai","22.45679","114.00234","Hong Kong","HK","","Yuen Long","","282400","2075"
"Purnia","Purnia","25.77895","87.47422","India","IN","","Bihar","","282248","2076"
"Newark","Newark","40.73566","-74.17237","United States","US","","New Jersey","","281944","2077"
"Itagüí","Itaguei","6.18461","-75.59913","Colombia","CO","","Antioquia","","281853","2078"
"Nicolás Romero","Nicolas Romero","19.64177","-99.3068","Mexico","MX","","México","","281799","2079"
"Gebze","Gebze","40.80276","29.43068","Turkey","TR","","Kocaeli","","281436","2080"
"Lichinga","Lichinga","-13.31278","35.24056","Mozambique","MZ","","Niassa Province","","281341","2081"
"Narsingdi","Narsingdi","23.92298","90.71768","Bangladesh","BD","","Dhaka Division","","281080","2082"
"Sfax","Sfax","34.74056","10.76028","Tunisia","TN","","Sfax Governorate","","280566","2083"
"Zumpango","Zumpango","19.7967","-99.09946","Mexico","MX","","México","","280455","2084"
